PC1,PC2,PC3,PC4,PC5,discounted_price
-7.346420130684908,0.3821729830238614,0.11032055692111836,0.3782645673320509,-0.06979775019270218,-0.1886678352943105
-7.3389519082927155,-0.600466579250091,-1.2488233399767834,0.7649146435768028,0.4352978601120572,-0.7394048323754205
-7.3620876992168665,-0.10218835446633245,2.140550250488782,0.6369171467240875,0.38893862599747614,-0.7394048323754205
-7.3054019542083015,0.7623239840062178,-1.3984722972327917,2.1490754727631316,0.44401623400977674,-0.381425784272699
-7.369322614139765,-0.198551353428772,-0.41137439843292595,0.2425746239914735,-0.6334235389728055,-0.8633206567186702
-7.37446469758704,-0.5936179177324983,1.1220907340894044,1.169383575344551,-0.09591695609100226,-0.877089081645698
-7.372683786342433,-0.44786315640011204,-0.07223954451518604,0.3570045072810878,-0.46497466367548224,-0.8010047654989426
-7.324309131800812,0.14248237589247606,-2.1776105756761917,-0.33408282248399207,0.2073264771544906,-0.656794282813254
31.733394544565744,1.0009603927214454,-1.921487949266997,4.281027672740362,0.3792407208687768,0.0867006632462444
-7.330323105021499,-0.6432552832482012,-1.663717134755017,0.5425429312613688,0.6629037351551834,-0.7394048323754205
-7.365842641951396,0.02790709232701649,-0.7378729606320409,-0.07153761827414834,-0.7556935346084285,-0.8633206567186702
-7.31249320955626,0.8413697410940613,-0.9483760669788786,2.3615504555597555,0.2582983279940938,-0.4640363338348655
-7.362749474671995,0.022508426260114067,0.10976139282797548,-0.26315871506104777,-0.3299586376935746,-0.3235983995791824
-7.376939476334883,-0.6243425367527466,-0.2121499210843075,-0.028792115901919733,-0.49613316827871,-0.8495522317916425
-7.316735660186122,0.4036853268944725,-2.4493293452111193,-0.9988920057909658,0.2627367832718881,-0.326352084564588
-7.332331184772221,-0.5674753516145463,-1.4034665841523806,0.6388836931408703,0.6119327511747854,-0.601720583105143
-7.36888883133633,-0.4718390508182902,-0.23733580065841858,0.181340160569972,-0.34711867196982393,-0.7394048323754205
-7.3166811552121,1.5748901819393002,-0.10049208035985456,-1.0969354129259026,0.19884931273623627,1.3836862913722583
-7.391822400232835,-1.0261331943926029,0.07051485906279997,0.46013614189162844,-0.6908395772862227,-1.1249207303321975
-7.343898296642774,-0.9743961400013941,-1.4209247855015779,-0.8083326756602442,0.6373194168613714,-0.4640363338348655
-7.31733104001389,1.4092408135116656,0.33447460875040186,-0.948904287928527,0.432684494522253,1.3836862913722583
-7.3563127109627935,0.5883818525829734,0.21019252620575413,0.3534308318599058,-0.5482219526091058,-0.4640363338348655
-7.331807691504034,1.5485486172438079,-0.670355006186781,1.797931798932858,-0.8230634258502344,-0.7394048323754205
-7.380972110226908,-0.8844490886894485,0.1398851223147594,0.05460876574892065,-0.3364883849917446,-0.7944785320835315
-7.360102490134713,0.4655473844849853,0.3202988671306108,-0.3346297367002577,-0.4863599097058955,-0.216204685148366
-7.309768785784684,0.054539072898457,-2.492570516209222,-1.7626024360975903,0.8415914849972541,0.3620691617867995
-7.383716751336804,-0.8275747270236093,1.2063600826289522,0.3924212165054992,-0.14956569270075326,-0.7394048323754205
-7.384715222081816,-0.8353364392711322,0.8874031372601426,1.2353630917005556,-0.3751756680031626,-1.0147733309159754
